major1,major2,major3,minor1,minor2,minor3
GOVT,FRST,NA,NA,NA,NA
BIOCH,NA,NA,NA,NA,NA
CONBI,PSYC,NA,NA,NA,NA
GOVT,NA,NA,FRST,NA,NA
STAT,CS,BUSLA,NA,NA,NA
BIOL,NA,NA,CS,NA,NA
GS,NA,NA,AFS,PUB,NA
PSYC,NA,NA,PUB,NA,NA
CONBI,NA,NA,AS,OUTDR,NA
ART,GOVT,NA,AS,NA,NA
ECON,BUSLA,NA,ART,NA,NA
PCA,NA,NA,NA,NA,NA
CS,NA,NA,NA,NA,NA
ECON,BUSLA,NA,PCA,NA,NA
BIOL,PSYC,NA,NA,NA,NA
PCA,NA,NA,SSES,NA,NA
PSYC,NA,NA,BIOL,NA,NA
GOVT,BUSLA,NA,AFS,NA,NA
BIOCH,NA,NA,NA,NA,NA
PSYC,NA,NA,MUS,SOC,NA
PHIL,BUSLA,NA,ITAL,NA,NA
GS,NA,NA,NA,NA,NA
HIST,GOVT,NA,NA,NA,NA
GOVT,ECON,NA,AS,NA,NA
ECON,NA,NA,HIST,NA,NA
PSYC,NA,NA,PCA,NA,NA
PSYC,ANTH,NA,PUB,REL,NA
ART,NA,NA,FLMS,NA,NA
ECON,BUSLA,ENVS,NA,NA,NA
GOVT,NA,NA,ENG,NA,NA
BIOL,NA,NA,HISP,NA,NA
PCA,NA,NA,NA,NA,NA
PCA,BUSLA,NA,CHIN,NA,NA
NRSCI,NA,NA,NA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
SOC,REL,NA,PEAC,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PCA,NA,NA,FLMS,NA,NA
PSYC,NA,NA,STATS,NA,NA
BIOCH,NA,NA,NA,NA,NA
EN_GO,NA,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,STATS,NA
EN_SO,NA,NA,AFS,BIOL,NA
PHIL,ENG,NA,NA,NA,NA
CS,NA,NA,MATH,NA,NA
PHIL,ENG,NA,NA,NA,NA
PSYC,ART,NA,NA,NA,NA
BIOL,NA,NA,AFS,PUB,NA
PSYC,NA,NA,BIOL,FRST,NA
PSYC,NA,NA,EDUCS,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
ENG,NA,NA,NA,NA,NA
PHIL,NA,NA,HISP,NA,NA
BIOL,BUSLA,NA,SSES,NA,NA
EN_GO,NA,NA,HISP,STATS,NA
ANTH,NA,NA,FLMS,NA,NA
BIOL,PSYC,NA,NA,NA,NA
HIST,NA,NA,EDUCS,NA,NA
PSYC,NA,NA,SSES,NA,NA
CONBI,NA,NA,NA,NA,NA
PSYC,GOVT,NA,NA,NA,NA
ECON,BUSLA,NA,GOVT,NA,NA
ECON,BUSLA,NA,NA,NA,NA
HIST,BUSLA,NA,NA,NA,NA
EN_EC,NA,NA,NA,NA,NA
CS,NA,NA,NA,NA,NA
CHEM,NA,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,GRST,NA
PSYC,ECON,NA,NA,NA,NA
EC_MA,NA,NA,STATS,NA,NA
BIOL,ANTH,NA,NA,NA,NA
MATH,NA,NA,PHYS,NA,NA
GOVT,PHIL,NA,NA,NA,NA
BIOL,NA,NA,CHEM,NA,NA
ECON,BUSLA,NA,NA,NA,NA
GOVT,HIST,NA,NA,NA,NA
EN_PH,NA,NA,OUTDR,NA,NA
ECON,BUSLA,NA,NA,NA,NA
EC_MA,NA,NA,ARAB,NA,NA
EN_SO,NA,NA,GNDR,NA,NA
PSYC,REL,NA,NA,NA,NA
ECON,BUSLA,NA,SOC,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
GEOL,ENG,NA,NA,NA,NA
HIST,ECON,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
EN_SO,NA,NA,CLAS,HISP,NA
ECON,BUSLA,NA,MATH,NA,NA
CS,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
SOC,NA,NA,AFAMS,NA,NA
SOC,NA,NA,AS,ENG,FLMS
NRSCI,NA,NA,NA,NA,NA
EN_EN,NA,NA,NA,NA,NA
GS,GOVT,NA,NA,NA,NA
PCA,GS,NA,AFS,ARAB,NA
MATH,NA,NA,EDUCS,SSES,NA
BIOL,PSYC,NA,NA,NA,NA
ANTH,NA,NA,NA,NA,NA
AF_GO,GEOL,NA,NA,NA,NA
BIOL,NA,NA,ART,NA,NA
BIOCH,NA,NA,NA,NA,NA
ENG,REL,NA,NA,NA,NA
PHYS,MATH,NA,NA,NA,NA
CONBI,NA,NA,NA,NA,NA
MATH,STAT,NA,NA,NA,NA
CS,NA,NA,BIOL,GRST,NA
GOVT,NA,NA,EUR,PCA,NA
ART,NA,NA,SSES,NA,NA
ART,NA,NA,EDUCS,NA,NA
SOC,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,CHIN,NA,NA
EN_EN,NA,NA,NA,NA,NA
HIST,NA,NA,GOVT,NA,NA
GOVT,PCA,NA,NA,NA,NA
ENG,NA,NA,BIOL,NA,NA
BIOL,NA,NA,CHEM,EUR,NA
ENG,NA,NA,NA,NA,NA
NRSCI,NA,NA,ANTH,NA,NA
ECON,BUSLA,NA,NA,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
SOC,NA,NA,FLMS,NA,NA
MATH,ECON,NA,HISP,NA,NA
PCA,NA,NA,ART,NA,NA
NRSCI,NA,NA,NA,NA,NA
AF_HI,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
CONBI,NA,NA,GS,NA,NA
GOVT,NA,NA,ARAB,NA,NA
BIOL,NA,NA,NA,NA,NA
MFDBA,NA,NA,NA,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
ENG,MUS,NA,NA,NA,NA
HIST,NA,NA,EUR,GNDR,NA
MATH,NA,NA,ART,PHYS,NA
MATH,ECON,NA,NA,NA,NA
GOVT,NA,NA,CHIN,NA,NA
HIST,ECON,NA,NA,NA,NA
CONBI,NA,NA,AFS,NA,NA
MATH,NA,NA,BIOL,NA,NA
PCA,NA,NA,HISP,NA,NA
ENG,NA,NA,NA,NA,NA
GS,ENVS,NA,HISP,NA,NA
BIOL,NA,NA,AFS,NA,NA
PHIL,NA,NA,ENG,NA,NA
PSYC,NA,NA,MATH,NA,NA
EN_BI,NA,NA,NA,NA,NA
GOVT,NA,NA,ENG,NA,NA
GOVT,NA,NA,AS,ECON,EUR
ECON,NA,NA,CLAS,STATS,NA
NRSCI,NA,NA,CHEM,NA,NA
ENG,NA,NA,PHIL,NA,NA
CS,NA,NA,NA,NA,NA
PSYC,FRST,NA,GNDR,NA,NA
ANTH,MUS,NA,NA,NA,NA
EN_EC,NA,NA,STATS,NA,NA
SOC,PCA,NA,NA,NA,NA
CS,NA,NA,ENG,NA,NA
EC_MA,NA,NA,NA,NA,NA
HIST,BUSLA,NA,NA,NA,NA
MULTL,NA,NA,AS,NA,NA
PSYC,NA,NA,EDUCS,HISP,NA
MATH,NA,NA,NA,NA,NA
PSYC,ART,NA,NA,NA,NA
GOVT,PSYC,NA,ITAL,NA,NA
NRSCI,NA,NA,NA,NA,NA
EN_PH,NA,NA,OUTDR,NA,NA
ECON,BUSLA,NA,HISP,NA,NA
PSYC,NA,NA,EDUCS,SSES,NA
PSYC,NA,NA,ART,ITAL,NA
ECON,BUSLA,NA,NA,NA,NA
EN_BI,NA,NA,AS,NA,NA
HIST,NA,NA,EUR,GRST,NA
ECON,BUSLA,NA,NA,NA,NA
ENG,NA,NA,EDUCS,NA,NA
GOVT,NA,NA,EUR,NA,NA
STAT,BUSLA,NA,MATH,NA,NA
BIOL,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
FRST,SOC,NA,AFS,NA,NA
EC_SP,NA,NA,CLAS,MATH,NA
BIOL,NA,NA,PUB,NA,NA
ENG,NA,NA,REL,NA,NA
PCA,BUSLA,NA,NA,NA,NA
BIOL,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,MATH,SSES,NA
CN_HS,NA,NA,NA,NA,NA
STAT,ART,NA,NA,NA,NA
PSYC,NA,NA,BIOL,NA,NA
CS,NA,NA,CHIN,NA,NA
EC_MA,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
EC_FR,BUSLA,NA,NA,NA,NA
PSYC,BUSLA,NA,EDUCS,NA,NA
ECON,BUSLA,NA,NA,NA,NA
BIOCH,NA,NA,GRST,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
PCA,PSYC,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
GS,NA,NA,EDUCS,NA,NA
ENG,NA,NA,FLMS,NA,NA
GOVT,NA,NA,HIST,NA,NA
GEOL,NA,NA,OUTDR,NA,NA
SOC,ENVS,NA,NA,NA,NA
PSYC,NA,NA,PCA,NA,NA
PCA,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,CHEM,PUB,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,ITAL,NA,NA
GOVT,NA,NA,NA,NA,NA
SOC,NA,NA,PEAC,REL,NA
PSYC,BUSLA,NA,NA,NA,NA
CS,MATH,NA,NA,NA,NA
EN_MA,NA,NA,NA,NA,NA
ART,BUSLA,NA,NA,NA,NA
PCA,NA,NA,MUS,NA,NA
ECON,NA,NA,PSYC,NA,NA
MATH,STAT,NA,ENG,NA,NA
CS,MATH,NA,NA,NA,NA
PSYC,PHIL,NA,NA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
ENG,NA,NA,EDUCS,NA,NA
PCA,NA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
MATH,PHYS,NA,NA,NA,NA
PSYC,NA,NA,ENG,NA,NA
MATH,NA,NA,GRST,STATS,NA
ECON,BUSLA,NA,NA,NA,NA
GOVT,FRST,NA,EDUCS,NA,NA
PSYC,ART,NA,NA,NA,NA
BIOL,NA,NA,ENG,NA,NA
NRSCI,NA,NA,CHEM,NA,NA
EN_BI,NA,NA,NA,NA,NA
ANTH,NA,NA,EDUCS,SOC,NA
CS,MATH,NA,ECON,NA,NA
HIST,NA,NA,NA,NA,NA
EC_SP,NA,NA,GOVT,NA,NA
ECON,BUSLA,NA,EUR,NA,NA
ENVS,NA,NA,OUTDR,NA,NA
BIOL,NA,NA,CHEM,NA,NA
ECON,NA,NA,NA,NA,NA
PSYC,NA,NA,BIOL,GNDR,NA
PSYC,NA,NA,NA,NA,NA
STAT,NA,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
PSYC,NA,NA,ECON,GS,NA
PCA,NA,NA,HISP,NA,NA
CHEM,NA,NA,NA,NA,NA
BIOL,NA,NA,ANTH,PUB,NA
ART,NA,NA,GRST,NA,NA
GOVT,NA,NA,PHIL,NA,NA
GOVT,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
GOVT,NA,NA,ARAB,AS,NA
ENVS,ECON,NA,NA,NA,NA
CS,NA,NA,NA,NA,NA
STAT,PSYC,NA,NA,NA,NA
CS,NA,NA,GRST,NA,NA
HIST,NA,NA,NA,NA,NA
BIOL,NA,NA,GRST,NA,NA
CONBI,NA,NA,NA,NA,NA
GEOL,NA,NA,ART,NA,NA
PSYC,NA,NA,EDUCS,NA,NA
ENVS,NA,NA,SSES,NA,NA
PSYC,NA,NA,GNDR,NA,NA
ECON,BUSLA,NA,NA,NA,NA
STAT,MUS,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
PCA,NA,NA,FLMS,NA,NA
GOVT,BUSLA,NA,ARAB,NA,NA
ECON,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
ENG,NA,NA,REL,NA,NA
PCA,BUSLA,NA,HISP,NA,NA
MATH,ECON,NA,REL,NA,NA
PCA,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
EC_SP,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,GRST,NA,NA
HIST,NA,NA,EDUCS,NA,NA
GS,NA,NA,AS,NA,NA
CONBI,NA,NA,FRST,NA,NA
EN_SO,NA,NA,OUTDR,NA,NA
GOVT,NA,NA,GNDR,NA,NA
GEOL,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
CONBI,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,EDUCS,PSYC,NA
SOC,NA,NA,ENG,NA,NA
EN_SO,NA,NA,PUB,NA,NA
PCA,ENG,NA,NA,NA,NA
PCA,NA,NA,EDUCS,SSES,NA
CHEM,NA,NA,MATH,NA,NA
ECON,NA,NA,ART,ENG,NA
AF_HI,NA,NA,NA,NA,NA
SOC,NA,NA,STATS,NA,NA
GS,NA,NA,AFS,PUB,NA
BIOL,PSYC,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
GOVT,NA,NA,EDUCS,FRST,NA
PSYC,NA,NA,STATS,NA,NA
PSYC,PCA,NA,NA,NA,NA
PSYC,NA,NA,SSES,NA,NA
ENG,PSYC,NA,NA,NA,NA
ECON,NA,NA,HISP,MATH,NA
BIOL,NA,NA,MATH,NA,NA
PSYC,SOC,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,CHEM,SSES,NA
NRSCI,NA,NA,CHEM,NA,NA
ECON,NA,NA,FRST,NA,NA
HIST,NA,NA,EDUCT,GOVT,NA
EN_SO,NA,NA,AFS,NA,NA
PSYC,NA,NA,AFS,STATS,NA
EN_MA,NA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
ENG,NA,NA,EDUCS,NA,NA
MFDBS,NA,NA,NA,NA,NA
BIOL,NA,NA,GNDR,NA,NA
ENVS,NA,NA,EDUCS,NA,NA
BIOCH,NA,NA,PUB,NA,NA
PSYC,NA,NA,ENG,NA,NA
ENVS,NA,NA,SOC,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
PSYC,NA,NA,SSES,NA,NA
PSYC,BUSLA,NA,AFS,NA,NA
BIOL,NA,NA,NA,NA,NA
GEOL,NA,NA,AFS,NA,NA
CS,BUSLA,NA,NA,NA,NA
EC_MA,NA,NA,NA,NA,NA
EN_GO,NA,NA,OUTDR,NA,NA
ECON,BUSLA,NA,GOVT,NA,NA
GOVT,NA,NA,NA,NA,NA
BIOL,GOVT,NA,PUB,NA,NA
ENG,NA,NA,NA,NA,NA
ECON,NA,NA,ART,NA,NA
EC_MA,NA,NA,BIOL,NA,NA
GS,FRST,NA,NA,NA,NA
EN_SO,NA,NA,CLAS,GOVT,NA
GOVT,NA,NA,SOC,NA,NA
GEOL,NA,NA,NA,NA,NA
HISP,NA,NA,BIOL,CLAS,NA
CHEM,NA,NA,NA,NA,NA
NRSCI,NA,NA,NA,NA,NA
BIOL,NA,NA,ENG,PUB,NA
GOVT,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
CS,GOVT,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
ENVS,ECON,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,SSES,NA
BIOL,NA,NA,ART,SSES,NA
PSYC,NA,NA,REL,NA,NA
BIOL,BUSLA,NA,NA,NA,NA
CONBI,NA,NA,AFS,SOC,NA
PSYC,NA,NA,EDUCS,NA,NA
ENG,NA,NA,NA,NA,NA
EC_SP,NA,NA,FRST,NA,NA
EC_MA,NA,NA,STATS,NA,NA
NRSCI,NA,NA,PUB,NA,NA
PCA,NA,NA,EDUCS,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
PCA,NA,NA,NA,NA,NA
NRSCI,BUSLA,NA,NA,NA,NA
GOVT,GS,NA,PCA,NA,NA
HIST,NA,NA,ARAB,NA,NA
BIOL,NA,NA,CHEM,NA,NA
STAT,BUSLA,NA,NA,NA,NA
GOVT,HIST,NA,NA,NA,NA
ENG,NA,NA,ANTH,NA,NA
GEOL,HIST,NA,AFS,NA,NA
STAT,NA,NA,EDUCT,MATH,NA
BIOL,NA,NA,NA,NA,NA
ECON,BUSLA,NA,HIST,NA,NA
STAT,NA,NA,FRST,MATH,NA
EN_SO,NA,NA,OUTDR,NA,NA
GOVT,NA,NA,ECON,NA,NA
PSYC,ENG,NA,NA,NA,NA
SOC,NA,NA,GNDR,NA,NA
NRSCI,NA,NA,NA,NA,NA
BIOL,NA,NA,SSES,NA,NA
BIOL,NA,NA,MATH,NA,NA
MATH,NA,NA,NA,NA,NA
STAT,ECON,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
PCA,NA,NA,NA,NA,NA
GS,NA,NA,MUS,PCA,NA
ENG,NA,NA,EUR,REL,NA
PCA,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
MATH,ECON,NA,NA,NA,NA
PSYC,NA,NA,SSES,NA,NA
ENG,NA,NA,NA,NA,NA
PSYC,NA,NA,OUTDR,SSES,NA
ECON,BUSLA,NA,NA,NA,NA
ANTH,NA,NA,NA,NA,NA
HIST,GOVT,NA,AS,NA,NA
PCA,NA,NA,NA,NA,NA
ENG,NA,NA,EDUCS,NA,NA
EC_ML,NA,NA,GOVT,NA,NA
PCA,NA,NA,NA,NA,NA
PSYC,NA,NA,REL,NA,NA
BIOL,NA,NA,HISP,PUB,NA
GEOL,NA,NA,NA,NA,NA
ENG,NA,NA,PCA,SOC,NA
BIOL,NA,NA,FRST,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,NA,NA,SSES,NA,NA
SOC,NA,NA,ENG,NA,NA
MATH,NA,NA,CS,NA,NA
ENG,GOVT,NA,NA,NA,NA
BIOL,ENG,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
ENG,NA,NA,GOVT,NA,NA
PSYC,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
HIST,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
GOVT,BUSLA,NA,SSES,NA,NA
ART,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
MULTL,GOVT,NA,NA,NA,NA
PSYC,NA,NA,MUS,NA,NA
CS,MATH,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
PHIL,NA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
GOVT,NA,NA,EDUCT,NA,NA
GS,NA,NA,NA,NA,NA
BIOL,PSYC,NA,GNDR,NA,NA
GOVT,NA,NA,NA,NA,NA
PCA,NA,NA,EUR,NA,NA
ECON,BUSLA,NA,ITAL,NA,NA
ENVS,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
HIST,NA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
PCA,NA,NA,NA,NA,NA
CHEM,NA,NA,NA,NA,NA
CONBI,NA,NA,GS,OUTDR,NA
ECON,BUSLA,NA,PCA,NA,NA
ECON,NA,NA,EDUCS,NA,NA
GOVT,NA,NA,NA,NA,NA
EC_SP,NA,NA,CLAS,NA,NA
GOVT,NA,NA,SSES,NA,NA
PSYC,NA,NA,HIST,NA,NA
MATH,NA,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
ECON,NA,NA,GOVT,NA,NA
PCA,NA,NA,SSES,NA,NA
BIOL,NA,NA,SOC,NA,NA
ENVS,NA,NA,HISP,NA,NA
GOVT,NA,NA,NA,NA,NA
AF_AN,GS,NA,NA,NA,NA
SOC,NA,NA,NA,NA,NA
PHYS,NA,NA,MATH,NA,NA
SOC,NA,NA,NA,NA,NA
EN_EN,NA,NA,AS,NA,NA
EN_EC,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
PSYC,NA,NA,NA,NA,NA
PHYS,MUS,NA,MATH,NA,NA
GEOL,NA,NA,HIST,NA,NA
MATH,ECON,NA,NA,NA,NA
MATH,NA,NA,NA,NA,NA
MATH,NA,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
NRSCI,NA,NA,REL,NA,NA
EN_SO,NA,NA,OUTDR,NA,NA
ECON,NA,NA,MATH,NA,NA
PCA,NA,NA,SSES,NA,NA
HIST,NA,NA,STATS,NA,NA
MATH,NA,NA,EDUCT,NA,NA
EN_GO,NA,NA,NA,NA,NA
ENVS,NA,NA,NA,NA,NA
PSYC,NA,NA,ENG,NA,NA
ART,PCA,NA,NA,NA,NA
AF_AN,NA,NA,NA,NA,NA
GEOL,NA,NA,NA,NA,NA
BIOL,NA,NA,ART,NA,NA
CS,PCA,NA,NA,NA,NA
MATH,NA,NA,STATS,NA,NA
MATH,ECON,NA,NA,NA,NA
EN_EC,NA,NA,STATS,NA,NA
NRSCI,NA,NA,NA,NA,NA
STAT,NA,NA,NA,NA,NA
GEOL,NA,NA,NA,NA,NA
CONBI,NA,NA,OUTDR,NA,NA
EN_EN,NA,NA,ART,NA,NA
EN_EN,NA,NA,NA,NA,NA
BIOL,NA,NA,GRST,NA,NA
EC_MA,NA,NA,GOVT,NA,NA
MATH,MUS,NA,NA,NA,NA
ART,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
EC_MA,NA,NA,NA,NA,NA
ART,NA,NA,NA,NA,NA
ENG,PHIL,NA,NA,NA,NA
PSYC,ENG,NA,NA,NA,NA
ECON,NA,NA,CHIN,EDUCS,NA
AF_AN,NA,NA,EDUCT,NA,NA
GS,NA,NA,GOVT,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
ENVS,NA,NA,OUTDR,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ENG,GS,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
MATH,STAT,ECON,NA,NA,NA
EC_MA,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
GOVT,NA,NA,PSYC,NA,NA
ENG,NA,NA,EDUCS,NA,NA
BIOL,NA,NA,EDUCS,NA,NA
HISP,GS,NA,CLAS,NA,NA
PSYC,NA,NA,PHIL,NA,NA
ECON,BUSLA,NA,NA,NA,NA
BIOL,NA,NA,NA,NA,NA
GOVT,NA,NA,REL,NA,NA
EC_ML,NA,NA,GOVT,NA,NA
ECON,BUSLA,NA,MATH,NA,NA
ECON,BUSLA,NA,NA,NA,NA
GS,NA,NA,ART,NA,NA
PCA,BUSLA,NA,NA,NA,NA
GS,NA,NA,ARAB,NA,NA
ENG,ART,NA,NA,NA,NA
HIST,NA,NA,NA,NA,NA
PSYC,BIOL,NA,NA,NA,NA
CHEM,NA,NA,NA,NA,NA
EC_MA,BUSLA,NA,NA,NA,NA
ENG,SOC,NA,NA,NA,NA
ART,BUSLA,NA,NA,NA,NA
EN_EC,NA,NA,NA,NA,NA
GOVT,NA,NA,ARAB,NA,NA
GS,NA,NA,PEAC,NA,NA
AF_HI,GS,NA,NA,NA,NA
HIST,BUSLA,NA,NA,NA,NA
GOVT,NA,NA,NA,NA,NA
ECON,BUSLA,NA,AS,CHIN,NA
EC_MA,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
HIST,NA,NA,EDUCS,NA,NA
ENVS,NA,NA,NA,NA,NA
GS,NA,NA,NA,NA,NA
CONBI,NA,NA,ART,NA,NA
PCA,BUSLA,NA,NA,NA,NA
CS,MATH,NA,NA,NA,NA
CHEM,NA,NA,CS,NA,NA
ENG,ECON,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
PSYC,NA,NA,SSES,NA,NA
PSYC,NA,NA,EDUCS,SSES,NA
ECON,BUSLA,NA,NA,NA,NA
MATH,BUSLA,NA,NA,NA,NA
ENG,BUSLA,NA,NA,NA,NA
EC_SP,NA,NA,NA,NA,NA
GOVT,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
HIST,NA,NA,FLMS,NA,NA
ECON,NA,NA,GOVT,NA,NA
REL,NA,NA,AFS,GS,NA
ECON,BUSLA,NA,PHIL,NA,NA
PSYC,NA,NA,EDUCS,NA,NA
ECON,NA,NA,NA,NA,NA
ECON,GOVT,NA,NA,NA,NA
HISP,NA,NA,CLAS,ECON,NA
NRSCI,NA,NA,ENG,NA,NA
PSYC,NA,NA,SSES,NA,NA
PCA,BUSLA,NA,SSES,NA,NA
PSYC,NA,NA,EDUCS,SSES,NA
PSYC,BUSLA,NA,NA,NA,NA
HIST,NA,NA,EDUCS,NA,NA
ECON,BUSLA,NA,GOVT,NA,NA
CHEM,NA,NA,MATH,PHYS,NA
NRSCI,MATH,NA,CHEM,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PCA,BUSLA,NA,NA,NA,NA
CS,BUSLA,NA,NA,NA,NA
SOC,NA,NA,EDUCS,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
SOC,BUSLA,NA,EDUCS,NA,NA
GEOL,NA,NA,NA,NA,NA
PSYC,BUSLA,NA,NA,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
ECON,NA,NA,NA,NA,NA
ECON,NA,NA,STATS,NA,NA
CONBI,NA,NA,FRST,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ART,NA,NA,NA,NA,NA
BI_PH,NA,NA,CHEM,NA,NA
MATH,NA,NA,NA,NA,NA
EN_SO,NA,NA,ART,NA,NA
ECON,BUSLA,NA,SSES,NA,NA
ECON,BUSLA,NA,STATS,NA,NA
ECON,BUSLA,NA,ART,NA,NA
BIOL,NA,NA,SSES,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PCA,BUSLA,NA,NA,NA,NA
SOC,NA,NA,EDUCS,SSES,NA
HIST,NA,NA,NA,NA,NA
NRSCI,NA,NA,HISP,NA,NA
ECON,NA,NA,NA,NA,NA
ECON,BUSLA,NA,ART,NA,NA
ENG,NA,NA,EDUCS,NA,NA
ECON,NA,NA,STATS,NA,NA
NRSCI,BUSLA,NA,SSES,NA,NA
ENG,NA,NA,GS,NA,NA
ECON,NA,NA,MATH,NA,NA
EN_SO,NA,NA,ART,NA,NA
CONBI,NA,NA,NA,NA,NA
ENG,NA,NA,NA,NA,NA
HIST,BUSLA,NA,ECON,NA,NA
GS,ENVS,NA,NA,NA,NA
SOC,NA,NA,PCA,NA,NA
BIOL,ANTH,NA,PUB,NA,NA
ECON,BUSLA,NA,NA,NA,NA
ECON,NA,NA,SSES,NA,NA
HIST,BUSLA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
ECON,BUSLA,NA,NA,NA,NA
PCA,NA,NA,ART,NA,NA
GS,NA,NA,NA,NA,NA
CS,NA,NA,GOVT,NA,NA
PSYC,NA,NA,ART,NA,NA
MATH,ECON,NA,NA,NA,NA
ENVS,BUSLA,NA,NA,NA,NA
EN_GE,NA,NA,NA,NA,NA
ECON,NA,NA,NA,NA,NA
EN_MA,NA,NA,NA,NA,NA
NRSCI,NA,NA,SSES,NA,NA
PCA,NA,NA,NA,NA,NA
EN_EC,NA,NA,BIOL,NA,NA
BIOL,NA,NA,EDUCS,SSES,NA
PCA,NA,NA,SOC,NA,NA
PCA,PSYC,NA,NA,NA,NA
GS,BUSLA,NA,CLAS,HISP,NA
ECON,BUSLA,NA,NA,NA,NA
PSYC,NA,NA,EDUCS,HISP,NA
